Invoice_ID,Branch,City,Product_Line,Unit_Price,Quantity,Total_Sales,Date,Payment
INV0061,Pune Branch,Pune,Sports & Fitness,12076.25,2,24152.5,2026-09-04,UPI
INV0062,Hyderabad Branch,Hyderabad,Home Appliances,22653.15,2,45306.3,2026-10-09,Credit Card
INV0063,Hyderabad Branch,Hyderabad,Groceries,1260.16,2,2520.32,2026-08-22,Debit Card
INV0064,Bangalore Branch,Bangalore,Home Appliances,44257.66,2,88515.32,2026-04-26,Credit Card
INV0065,Pune Branch,Pune,Groceries,1900.91,8,15207.28,2026-08-12,Debit Card
INV0066,Hyderabad Branch,Hyderabad,Sports & Fitness,9086.82,3,27260.46,2026-08-27,UPI
INV0067,Hyderabad Branch,Hyderabad,Groceries,2078.02,3,6234.06,2026-11-09,Debit Card
INV0068,Delhi Branch,Delhi,Home Appliances,9915.2,2,19830.4,2026-06-25,UPI
INV0069,Mumbai Branch,Mumbai,Electronics,55086.72,3,165260.16,2026-07-03,Credit Card
INV0070,Hyderabad Branch,Hyderabad,Groceries,2269.87,2,4539.74,2026-07-03,Debit Card
INV0071,Mumbai Branch,Mumbai,Sports & Fitness,620.27,1,620.27,2026-02-11,UPI
INV0072,Hyderabad Branch,Hyderabad,Home Appliances,48236.67,2,96473.34,2026-02-02,Debit Card
INV0073,Bangalore Branch,Bangalore,Clothing,9844.43,4,39377.72,2026-01-08,Credit Card
INV0074,Delhi Branch,Delhi,Sports & Fitness,14554.12,2,29108.24,2026-09-01,UPI
INV0075,Mumbai Branch,Mumbai,Beauty & Personal Care,6965.83,5,34829.15,2026-06-02,Debit Card
INV0076,Delhi Branch,Delhi,Groceries,4538.7,9,40848.3,2026-11-12,Cash
INV0077,Delhi Branch,Delhi,Clothing,4248.63,3,12745.89,2026-09-14,UPI
INV0078,Pune Branch,Pune,Clothing,7448.22,2,14896.44,2026-02-21,Credit Card
INV0079,Hyderabad Branch,Hyderabad,Home Appliances,30831.58,1,30831.58,2026-02-06,Debit Card
INV0080,Bangalore Branch,Bangalore,Groceries,1373.13,9,12358.17,2026-05-14,Credit Card
INV0081,Pune Branch,Pune,Groceries,1148.66,9,10337.94,2026-12-03,Debit Card
INV0082,Hyderabad Branch,Hyderabad,Sports & Fitness,2543.97,2,5087.94,2026-01-18,Credit Card
INV0083,Bangalore Branch,Bangalore,Sports & Fitness,13288.49,3,39865.47,2026-03-10,Cash
INV0084,Mumbai Branch,Mumbai,Beauty & Personal Care,6269.26,4,25077.04,2026-01-11,Credit Card
INV0085,Mumbai Branch,Mumbai,Sports & Fitness,15290.77,3,45872.31,2026-05-31,Cash
INV0086,Mumbai Branch,Mumbai,Beauty & Personal Care,2598.58,1,2598.58,2026-12-28,Credit Card
INV0087,Pune Branch,Pune,Beauty & Personal Care,1721.55,4,6886.2,2026-09-07,Debit Card
INV0088,Hyderabad Branch,Hyderabad,Beauty & Personal Care,3683.55,5,18417.75,2026-06-30,Debit Card
INV0089,Mumbai Branch,Mumbai,Clothing,6697.72,4,26790.88,2026-02-22,UPI
INV0090,Hyderabad Branch,Hyderabad,Clothing,11053.32,3,33159.96,2026-05-10,Debit Card
INV0091,Mumbai Branch,Mumbai,Groceries,4380.37,6,26282.22,2026-07-11,Debit Card
INV0092,Pune Branch,Pune,Home Appliances,45886.86,1,45886.86,2026-04-11,UPI
INV0093,Hyderabad Branch,Hyderabad,Groceries,4258.8,7,29811.6,2026-09-15,Cash
INV0094,Delhi Branch,Delhi,Groceries,4824.68,3,14474.04,2026-12-24,Credit Card
INV0095,Delhi Branch,Delhi,Home Appliances,23809.5,2,47619.0,2026-03-17,UPI
INV0096,Pune Branch,Pune,Groceries,284.99,3,854.97,2026-04-03,Debit Card
INV0097,Delhi Branch,Delhi,Electronics,7000.3,2,14000.6,2026-02-16,Credit Card
INV0098,Mumbai Branch,Mumbai,Beauty & Personal Care,3183.18,2,6366.36,2026-09-22,Debit Card
INV0099,Mumbai Branch,Mumbai,Beauty & Personal Care,2135.73,1,2135.73,2026-06-18,Credit Card
INV0100,Chennai Branch,Chennai,Electronics,13409.59,3,40228.77,2026-04-14,Credit Card
INV0101,Chennai Branch,Chennai,Electronics,71527.72,2,143055.44,2026-03-22,UPI
INV0102,Pune Branch,Pune,Groceries,1017.33,10,10173.3,2026-01-26,Credit Card
INV0103,Delhi Branch,Delhi,Beauty & Personal Care,7679.1,1,7679.1,2026-06-23,UPI
INV0104,Chennai Branch,Chennai,Beauty & Personal Care,6110.63,4,24442.52,2026-09-07,UPI
INV0105,Bangalore Branch,Bangalore,Electronics,48358.17,1,48358.17,2026-03-27,Cash
INV0106,Pune Branch,Pune,Beauty & Personal Care,5440.55,3,16321.65,2026-01-01,UPI
INV0107,Hyderabad Branch,Hyderabad,Electronics,25395.39,2,50790.78,2026-06-22,UPI
INV0108,Delhi Branch,Delhi,Groceries,3249.81,5,16249.05,2026-09-04,UPI
INV0109,Mumbai Branch,Mumbai,Sports & Fitness,3977.83,3,11933.49,2026-05-06,Debit Card
INV0110,Chennai Branch,Chennai,Electronics,70377.74,3,211133.22,2026-04-02,Credit Card
INV0111,Hyderabad Branch,Hyderabad,Electronics,23193.07,1,23193.07,2026-02-26,Debit Card
INV0112,Mumbai Branch,Mumbai,Clothing,3285.68,5,16428.4,2026-09-30,Cash
INV0113,Delhi Branch,Delhi,Home Appliances,35846.98,1,35846.98,2026-11-11,Credit Card
INV0114,Pune Branch,Pune,Sports & Fitness,13232.04,2,26464.08,2026-10-08,Cash
INV0115,Mumbai Branch,Mumbai,Sports & Fitness,9190.59,2,18381.18,2026-07-09,Credit Card
INV0116,Bangalore Branch,Bangalore,Electronics,47727.51,3,143182.53,2026-09-22,UPI
INV0117,Bangalore Branch,Bangalore,Electronics,12634.39,1,12634.39,2026-05-25,Credit Card
INV0118,Pune Branch,Pune,Beauty & Personal Care,5419.29,2,10838.58,2026-01-09,Credit Card
INV0119,Hyderabad Branch,Hyderabad,Groceries,1389.52,5,6947.6,2026-05-15,Credit Card
INV0120,Pune Branch,Pune,Sports & Fitness,5674.87,4,22699.48,2026-09-14,Credit Card
INV0121,Pune Branch,Pune,Home Appliances,8946.82,2,17893.64,2026-08-25,Credit Card
INV0122,Pune Branch,Pune,Electronics,25462.38,3,76387.14,2026-12-28,Credit Card
INV0123,Mumbai Branch,Mumbai,Beauty & Personal Care,2716.88,4,10867.52,2026-12-31,Credit Card
INV0124,Hyderabad Branch,Hyderabad,Electronics,34500.08,3,103500.24,2026-03-30,Credit Card
INV0125,Mumbai Branch,Mumbai,Clothing,2527.91,4,10111.64,2026-01-04,Debit Card
INV0126,Hyderabad Branch,Hyderabad,Clothing,2558.19,1,2558.19,2026-04-11,Debit Card
INV0127,Delhi Branch,Delhi,Clothing,6638.34,3,19915.02,2026-11-16,Debit Card
INV0128,Mumbai Branch,Mumbai,Home Appliances,7314.99,2,14629.98,2026-10-24,Debit Card
INV0129,Mumbai Branch,Mumbai,Home Appliances,34755.95,1,34755.95,2026-02-06,Credit Card
INV0130,Pune Branch,Pune,Sports & Fitness,18895.76,1,18895.76,2026-02-28,Credit Card
INV0131,Mumbai Branch,Mumbai,Sports & Fitness,8707.87,1,8707.87,2026-07-25,Credit Card
INV0132,Chennai Branch,Chennai,Clothing,10842.93,4,43371.72,2026-08-30,UPI
INV0133,Pune Branch,Pune,Electronics,8095.09,2,16190.18,2026-12-25,UPI
INV0134,Delhi Branch,Delhi,Home Appliances,3104.92,1,3104.92,2026-10-03,UPI
INV0135,Pune Branch,Pune,Sports & Fitness,14510.97,3,43532.91,2026-03-19,Debit Card
INV0136,Mumbai Branch,Mumbai,Groceries,3817.06,7,26719.42,2026-01-14,Cash
INV0137,Chennai Branch,Chennai,Clothing,10163.78,5,50818.9,2026-08-20,Debit Card
INV0138,Hyderabad Branch,Hyderabad,Clothing,964.77,5,4823.85,2026-07-22,UPI
INV0139,Bangalore Branch,Bangalore,Electronics,58446.5,3,175339.5,2026-12-03,UPI
INV0140,Mumbai Branch,Mumbai,Home Appliances,19450.4,1,19450.4,2026-07-30,UPI
INV0141,Hyderabad Branch,Hyderabad,Groceries,1551.52,8,12412.16,2026-07-02,UPI
INV0142,Hyderabad Branch,Hyderabad,Beauty & Personal Care,1466.89,2,2933.78,2026-04-21,Debit Card
INV0143,Chennai Branch,Chennai,Beauty & Personal Care,7968.52,3,23905.56,2026-02-01,UPI
INV0144,Pune Branch,Pune,Beauty & Personal Care,602.94,4,2411.76,2026-11-16,UPI
INV0145,Hyderabad Branch,Hyderabad,Groceries,4143.69,7,29005.83,2026-10-29,Debit Card
INV0146,Delhi Branch,Delhi,Groceries,3215.5,5,16077.5,2026-03-01,UPI
INV0147,Delhi Branch,Delhi,Beauty & Personal Care,5907.14,5,29535.7,2026-09-14,Credit Card
INV0148,Hyderabad Branch,Hyderabad,Beauty & Personal Care,5722.57,1,5722.57,2026-05-13,UPI
INV0149,Hyderabad Branch,Hyderabad,Clothing,10343.68,1,10343.68,2026-06-09,UPI
INV0150,Mumbai Branch,Mumbai,Sports & Fitness,3920.7,1,3920.7,2026-11-06,Credit Card
INV0151,Bangalore Branch,Bangalore,Electronics,861.19,3,2583.57,2026-11-04,Cash
INV0152,Chennai Branch,Chennai,Sports & Fitness,12091.01,2,24182.02,2026-03-11,Credit Card
INV0153,Mumbai Branch,Mumbai,Electronics,27056.31,2,54112.62,2026-04-23,UPI
INV0154,Hyderabad Branch,Hyderabad,Electronics,9985.02,2,19970.04,2026-10-27,UPI
INV0155,Mumbai Branch,Mumbai,Clothing,2477.82,3,7433.46,2026-12-01,Cash
INV0156,Pune Branch,Pune,Electronics,25415.8,2,50831.6,2026-01-29,UPI
INV0157,Delhi Branch,Delhi,Electronics,6011.32,1,6011.32,2026-11-01,Credit Card
INV0158,Pune Branch,Pune,Electronics,5022.96,1,5022.96,2026-06-28,Credit Card
INV0159,Pune Branch,Pune,Clothing,11017.51,5,55087.55,2026-08-04,Debit Card
INV0160,Bangalore Branch,Bangalore,Beauty & Personal Care,2565.61,3,7696.83,2026-01-28,Credit Card
INV0161,Mumbai Branch,Mumbai,Electronics,73681.52,1,73681.52,2026-09-06,Debit Card
INV0162,Chennai Branch,Chennai,Home Appliances,48253.98,2,96507.96,2026-09-05,Credit Card
INV0163,Delhi Branch,Delhi,Beauty & Personal Care,1226.31,2,2452.62,2026-08-30,Debit Card
INV0164,Mumbai Branch,Mumbai,Electronics,53847.38,1,53847.38,2026-10-16,Debit Card
INV0165,Hyderabad Branch,Hyderabad,Electronics,45379.72,1,45379.72,2026-12-12,UPI
INV0166,Delhi Branch,Delhi,Beauty & Personal Care,5556.11,4,22224.44,2026-11-07,Credit Card
INV0167,Bangalore Branch,Bangalore,Beauty & Personal Care,859.91,1,859.91,2026-09-29,UPI
INV0168,Bangalore Branch,Bangalore,Clothing,2506.15,2,5012.3,2026-12-25,Debit Card
INV0169,Delhi Branch,Delhi,Beauty & Personal Care,705.45,3,2116.35,2026-09-04,Debit Card
INV0170,Chennai Branch,Chennai,Electronics,45626.76,2,91253.52,2026-09-03,Debit Card
INV0171,Delhi Branch,Delhi,Groceries,4933.63,9,44402.67,2026-07-17,Debit Card
INV0172,Hyderabad Branch,Hyderabad,Beauty & Personal Care,5408.68,5,27043.4,2026-10-08,Credit Card
INV0173,Delhi Branch,Delhi,Groceries,3568.27,3,10704.81,2026-01-27,Debit Card
INV0174,Chennai Branch,Chennai,Beauty & Personal Care,7878.22,3,23634.66,2026-07-04,Credit Card
INV0175,Mumbai Branch,Mumbai,Clothing,8232.74,1,8232.74,2026-06-05,Debit Card
INV0176,Mumbai Branch,Mumbai,Beauty & Personal Care,417.43,4,1669.72,2026-11-30,Cash
INV0177,Hyderabad Branch,Hyderabad,Clothing,10443.97,1,10443.97,2026-01-27,Debit Card
INV0178,Chennai Branch,Chennai,Groceries,1855.16,1,1855.16,2026-08-23,UPI
INV0179,Chennai Branch,Chennai,Electronics,1123.78,3,3371.34,2026-03-09,Credit Card
INV0180,Bangalore Branch,Bangalore,Electronics,38436.78,1,38436.78,2026-11-19,UPI
INV0181,Chennai Branch,Chennai,Beauty & Personal Care,7502.42,3,22507.26,2026-11-07,UPI
INV0182,Chennai Branch,Chennai,Electronics,19893.94,1,19893.94,2026-03-27,UPI
INV0183,Hyderabad Branch,Hyderabad,Electronics,37270.28,3,111810.84,2026-11-15,UPI
INV0184,Delhi Branch,Delhi,Electronics,13694.25,3,41082.75,2026-07-01,Credit Card
INV0185,Bangalore Branch,Bangalore,Electronics,5080.8,2,10161.6,2026-12-21,Cash
INV0186,Pune Branch,Pune,Beauty & Personal Care,736.31,5,3681.55,2026-09-24,Credit Card
INV0187,Delhi Branch,Delhi,Groceries,3648.7,5,18243.5,2026-01-13,UPI
INV0188,Mumbai Branch,Mumbai,Sports & Fitness,17322.27,1,17322.27,2026-03-15,Cash
INV0189,Bangalore Branch,Bangalore,Electronics,11432.77,1,11432.77,2026-05-28,Credit Card
INV0190,Delhi Branch,Delhi,Home Appliances,15127.61,1,15127.61,2026-03-19,UPI
INV0191,Chennai Branch,Chennai,Clothing,2581.84,2,5163.68,2026-02-18,Credit Card
INV0192,Delhi Branch,Delhi,Groceries,182.94,4,731.76,2026-12-23,Cash
INV0193,Mumbai Branch,Mumbai,Sports & Fitness,11202.6,1,11202.6,2026-11-14,UPI
INV0194,Bangalore Branch,Bangalore,Sports & Fitness,14088.47,3,42265.41,2026-06-08,Credit Card
INV0195,Mumbai Branch,Mumbai,Sports & Fitness,13063.19,1,13063.19,2026-03-20,Cash
INV0196,Mumbai Branch,Mumbai,Electronics,29593.57,2,59187.14,2026-03-08,UPI
INV0197,Pune Branch,Pune,Groceries,2797.3,4,11189.2,2026-12-01,Credit Card
INV0198,Bangalore Branch,Bangalore,Home Appliances,5610.87,3,16832.61,2026-05-01,Debit Card
INV0199,Mumbai Branch,Mumbai,Groceries,813.8,6,4882.8,2026-01-05,Credit Card
INV0200,Delhi Branch,Delhi,Beauty & Personal Care,7461.18,5,37305.9,2026-05-26,Cash
INV0201,Bangalore Branch,Bangalore,Clothing,9209.64,3,27628.92,2026-06-15,Credit Card
INV0202,Chennai Branch,Chennai,Clothing,11096.05,2,22192.1,2026-08-16,UPI
INV0203,Hyderabad Branch,Hyderabad,Beauty & Personal Care,7341.77,3,22025.31,2026-05-04,UPI
INV0204,Mumbai Branch,Mumbai,Home Appliances,32820.24,2,65640.48,2026-12-03,Credit Card
INV0205,Mumbai Branch,Mumbai,Electronics,69675.31,2,139350.62,2026-08-23,Debit Card
INV0206,Delhi Branch,Delhi,Electronics,31719.44,2,63438.88,2026-12-27,Cash
INV0207,Mumbai Branch,Mumbai,Home Appliances,1177.2,2,2354.4,2026-05-14,UPI
INV0208,Pune Branch,Pune,Clothing,1032.08,2,2064.16,2026-08-26,Debit Card
INV0209,Mumbai Branch,Mumbai,Groceries,591.96,4,2367.84,2026-05-14,Credit Card
INV0210,Hyderabad Branch,Hyderabad,Groceries,522.0,10,5220.0,2026-09-13,Credit Card
INV0211,Pune Branch,Pune,Beauty & Personal Care,2878.45,4,11513.8,2026-09-30,UPI
INV0212,Pune Branch,Pune,Beauty & Personal Care,5640.04,1,5640.04,2026-04-28,Debit Card
INV0213,Mumbai Branch,Mumbai,Clothing,9550.59,5,47752.95,2026-12-09,UPI
INV0214,Bangalore Branch,Bangalore,Groceries,2971.56,8,23772.48,2026-11-09,Debit Card
INV0215,Pune Branch,Pune,Groceries,774.86,1,774.86,2026-11-23,UPI
INV0216,Bangalore Branch,Bangalore,Clothing,9050.45,4,36201.8,2026-03-21,Credit Card
INV0217,Mumbai Branch,Mumbai,Groceries,1806.27,6,10837.62,2026-09-20,Credit Card
INV0218,Mumbai Branch,Mumbai,Clothing,452.02,5,2260.1,2026-02-08,UPI
INV0219,Chennai Branch,Chennai,Home Appliances,14748.84,2,29497.68,2026-02-08,UPI
INV0220,Delhi Branch,Delhi,Electronics,25330.56,2,50661.12,2026-12-22,Debit Card
INV0221,Delhi Branch,Delhi,Electronics,21149.02,1,21149.02,2026-02-25,Debit Card
INV0222,Hyderabad Branch,Hyderabad,Electronics,61040.77,1,61040.77,2026-11-12,Debit Card
INV0223,Pune Branch,Pune,Sports & Fitness,15270.55,3,45811.65,2026-06-07,Debit Card
INV0224,Chennai Branch,Chennai,Home Appliances,35082.05,3,105246.15,2026-04-21,Credit Card
INV0225,Delhi Branch,Delhi,Electronics,11114.18,3,33342.54,2026-01-27,UPI
INV0226,Chennai Branch,Chennai,Sports & Fitness,16214.33,4,64857.32,2026-09-04,Credit Card
INV0227,Mumbai Branch,Mumbai,Clothing,8222.96,4,32891.84,2026-09-21,UPI
INV0228,Hyderabad Branch,Hyderabad,Clothing,2579.6,3,7738.8,2026-06-20,Credit Card
INV0229,Pune Branch,Pune,Sports & Fitness,13067.45,2,26134.9,2026-10-23,Credit Card
INV0230,Mumbai Branch,Mumbai,Electronics,36676.56,3,110029.68,2026-04-28,Cash
INV0231,Mumbai Branch,Mumbai,Electronics,33399.77,1,33399.77,2026-07-21,Debit Card
INV0232,Hyderabad Branch,Hyderabad,Home Appliances,6494.04,1,6494.04,2026-04-15,Cash
INV0233,Chennai Branch,Chennai,Electronics,39258.18,3,117774.54,2026-08-01,Credit Card
INV0234,Pune Branch,Pune,Home Appliances,5896.66,2,11793.32,2026-02-19,UPI
INV0235,Chennai Branch,Chennai,Electronics,12987.6,2,25975.2,2026-06-23,UPI
INV0236,Bangalore Branch,Bangalore,Electronics,10634.94,3,31904.82,2026-07-20,UPI
INV0237,Hyderabad Branch,Hyderabad,Electronics,71594.83,3,214784.49,2026-07-23,Credit Card
INV0238,Bangalore Branch,Bangalore,Clothing,3632.92,2,7265.84,2026-06-13,Debit Card
INV0239,Mumbai Branch,Mumbai,Electronics,27156.16,2,54312.32,2026-08-23,Debit Card
INV0240,Mumbai Branch,Mumbai,Electronics,24698.38,2,49396.76,2026-07-06,Cash
INV0241,Bangalore Branch,Bangalore,Beauty & Personal Care,7196.18,4,28784.72,2026-04-14,Credit Card
INV0242,Bangalore Branch,Bangalore,Groceries,2836.68,10,28366.8,2026-03-20,Credit Card
INV0243,Delhi Branch,Delhi,Groceries,4599.84,6,27599.04,2026-08-25,Debit Card
INV0244,Hyderabad Branch,Hyderabad,Electronics,23054.43,3,69163.29,2026-12-09,Credit Card
INV0245,Pune Branch,Pune,Groceries,618.43,6,3710.58,2026-10-02,Debit Card
INV0246,Bangalore Branch,Bangalore,Groceries,2803.28,9,25229.52,2026-08-22,Credit Card
INV0247,Pune Branch,Pune,Home Appliances,17931.31,2,35862.62,2026-12-03,Credit Card
INV0248,Hyderabad Branch,Hyderabad,Electronics,60301.49,2,120602.98,2026-11-25,Cash
INV0249,Delhi Branch,Delhi,Sports & Fitness,17624.64,2,35249.28,2026-07-04,Debit Card
INV0250,Hyderabad Branch,Hyderabad,Sports & Fitness,9609.7,4,38438.8,2026-02-09,Debit Card
INV0251,Pune Branch,Pune,Electronics,72874.84,2,145749.68,2026-08-20,Cash
INV0252,Bangalore Branch,Bangalore,Electronics,41833.57,1,41833.57,2026-08-16,UPI
INV0253,Hyderabad Branch,Hyderabad,Electronics,20902.29,1,20902.29,2026-04-12,Debit Card
INV0254,Delhi Branch,Delhi,Home Appliances,24959.8,2,49919.6,2026-11-07,Cash
INV0255,Delhi Branch,Delhi,Electronics,3568.42,3,10705.26,2026-11-14,UPI
INV0256,Bangalore Branch,Bangalore,Beauty & Personal Care,6451.61,3,19354.83,2026-05-01,Cash
INV0257,Bangalore Branch,Bangalore,Beauty & Personal Care,901.34,3,2704.02,2026-06-24,UPI
INV0258,Mumbai Branch,Mumbai,Beauty & Personal Care,2539.11,4,10156.44,2026-03-13,UPI
INV0259,Mumbai Branch,Mumbai,Clothing,6914.2,3,20742.6,2026-03-07,Credit Card
INV0260,Pune Branch,Pune,Sports & Fitness,1146.61,4,4586.44,2026-04-07,Debit Card
INV0261,Mumbai Branch,Mumbai,Electronics,6685.31,2,13370.62,2026-05-14,Cash
INV0262,Bangalore Branch,Bangalore,Groceries,3495.78,8,27966.24,2026-04-10,UPI
INV0263,Delhi Branch,Delhi,Groceries,405.3,8,3242.4,2026-02-25,Debit Card
INV0264,Mumbai Branch,Mumbai,Sports & Fitness,9698.53,3,29095.59,2026-06-13,Credit Card
INV0265,Chennai Branch,Chennai,Clothing,4262.74,1,4262.74,2026-08-16,Cash
INV0266,Mumbai Branch,Mumbai,Beauty & Personal Care,1901.83,3,5705.49,2026-04-29,Credit Card
INV0267,Delhi Branch,Delhi,Electronics,14807.39,1,14807.39,2026-07-14,UPI
INV0268,Mumbai Branch,Mumbai,Sports & Fitness,15339.2,3,46017.6,2026-04-10,Debit Card
INV0269,Mumbai Branch,Mumbai,Clothing,11433.04,1,11433.04,2026-09-14,UPI
INV0270,Mumbai Branch,Mumbai,Clothing,1940.1,3,5820.3,2026-08-25,UPI
INV0271,Mumbai Branch,Mumbai,Sports & Fitness,19205.72,2,38411.44,2026-12-17,Cash
INV0272,Mumbai Branch,Mumbai,Groceries,2994.07,1,2994.07,2026-01-20,Cash
INV0273,Mumbai Branch,Mumbai,Groceries,3226.22,2,6452.44,2026-11-08,UPI
INV0274,Pune Branch,Pune,Home Appliances,35786.39,2,71572.78,2026-05-05,UPI
INV0275,Pune Branch,Pune,Electronics,53045.62,1,53045.62,2026-01-25,UPI
INV0276,Delhi Branch,Delhi,Groceries,4108.06,9,36972.54,2026-09-09,Credit Card
INV0277,Delhi Branch,Delhi,Electronics,36673.37,3,110020.11,2026-03-04,Cash
INV0278,Hyderabad Branch,Hyderabad,Electronics,40375.21,3,121125.63,2026-03-06,Credit Card
